1 1:1.4610708824979217 2:1.1879594658567443 3:1.1569897647262892 4:1.023666852513335 5:1.0204637476129987 6:0.8708572844068915 7:0.7982872624508126 8:0.6642576125335851 9:0.6144529563120558 10:0.611847380477527 11:0.6000950543851512 12:0.5540823910805505 13:0.5533810237562541 14:0.5482663206064295 15:0.5321193743100305 16:0.5227366328988396 17:0.5111926005100833 18:0.5073223360085732 19:0.5068050693270387 20:0.4887658537992389 
1 1:0.005840281820528358 2:0 3:0 4:0 5:0.010571618820343612 6:0.007929436462736895 7:0.005508637129021222 8:0 9:0 10:0.012590438264255748 11:0.0056127368976513275 12:0 13:0 14:0.012107691632183542 15:0.028506939173805416 16:0.0029827250472342377 17:0.04012566092406879 18:0.002754318564510611 19:0.005508637129021222 20:0 
1 1:0 2:0 3:0.003544580821480876 4:0 5:0 6:0.0031636626296341584 7:0.003296729125808097 8:0 9:0 10:0.0150698851858611 11:0.010077087729287037 12:0 13:0 14:0 15:0 16:0 17:0 18:0.003296729125808097 19:0.009890187377424291 20:0.007728234464487583 
1 1:0.01190959430068528 2:0.02843372348767801 3:0.006038915473634085 4:0.005483798544849959 5:0.025150779415719447 6:0.01616983121813014 7:0.008424974432620693 8:0 9:0.03158170329125054 10:0.022465291804848492 11:0 12:0.0064719639796729156 13:0.011373489395071204 14:0.018517646025692475 15:0.007266474691362165 16:0.003041209852081968 17:0.007438625198044838 18:0.002808324810873564 19:0.002808324810873564 20:0.003291655420059526 
1 1:0 2:0 3:0 4:8.103874861835579E-4 5:0.0042477077552443105 6:0 7:0 8:0.038785386500944236 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0.004980120108915516 20:0 
1 1:0 2:0.004156394611733824 3:0 4:0.024048377695090422 5:0 6:0.003939465249003044 7:0.004105162701245114 8:0 9:0.004616561086205094 10:0.02345670823117711 11:0.004182740235829333 12:0.028381829299393643 13:0 14:0.004511464716450555 15:0.00531100618365483 16:0 17:0 18:0.004105162701245114 19:0.012315488103735343 20:0.024058436907759908 
1 1:0.023132991273499038 2:0 3:0 4:0.003277426474070483 5:0.11381008386276172 6:0.003221333562986864 7:0.02349778025348115 8:0 9:0.016987502121895308 10:0.0019180745793202115 11:0.0017101307735031385 12:0.005802014583339586 13:0.010196155531909536 14:0.0018445311470904613 15:0 16:0.00545279422697509 17:0.011114352102547463 18:0.0033568257504973066 19:0.008392064376243267 20:0.005901835303934852 
1 1:0.023163151627180266 2:0 3:0.023490357647441056 4:0 5:0.05590415376181707 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 
1 1:0 2:0 3:0 4:0.014549500185468965 5:0.047663946126404726 6:0 7:0 8:0 9:0.01675838359616647 10:0 11:0.007591794416476361 12:0 13:0.022631929041926367 14:0 15:0 16:0.024206624082756468 17:0.01973600558325191 18:0 19:0.007450988949080727 20:0 
1 1:0.06297815419371593 2:0.0481145772565685 3:0 4:0.01159937111560429 5:0 6:0.005700424369525142 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0.013056220469727873 15:0 16:0.00643278950279089 17:0 18:0.011880378693004293 19:0 20:0 
1 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0.05703949359466515 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 
1 1:0 2:0 3:0.07294374216836959 4:0.014719669778281467 5:0 6:0 7:0 8:0 9:0 10:0 11:0.015361174667256262 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 
1 1:0 2:0.02007858320129878 3:0 4:0.029043040754839974 5:0 6:0.009515323755284277 7:0.0198310936644764 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0.0099155468322382 19:0.0198310936644764 20:0.02324415135088188 
1 1:0.003882460073873965 2:0.007415385841388754 3:0 4:0 5:0 6:0 7:0.003661991727815244 8:0 9:0 10:0.004184889991244098 11:0.011193583244747816 12:0.008439293939403035 13:0.011123078762083129 14:0 15:0 16:0.003965668528709157 17:0 18:0.014647966911260977 19:0.01830995863907622 20:0.008584487714814331 
1 1:0 2:0 3:0.039373042647699495 4:0.014301497341398472 5:0 6:0.007028364137425885 7:0 8:0 9:0 10:0.01673955996497639 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 
1 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0 10:0.021823426324709964 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 
1 1:0 2:0.08586236237397503 3:0.007294374216836959 4:0 5:0 6:0.013020969349336376 7:0.010176482275191835 8:0 9:0.007629474637202103 10:0 11:0 12:0.0039087256140393 13:0.0034344944949590015 14:0 15:0 16:0 17:0 18:0.006784321516794557 19:0 20:0 
1 1:0 2:0.011757728901661447 3:0 4:0 5:0 6:0 7:0 8:0.0657752718929472 9:0 10:0.006635501247378029 11:0.005916128081308155 12:0.04014366846851174 13:0 14:0 15:0 16:0 17:0 18:0.023225605192630016 19:0 20:0 
1 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0.012675443021036698 9:0 10:0.040918924358831175 11:0.027362092376050216 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 
1 1:0.007327753061681692 2:0.0034989488152397333 3:0.011146898937257552 4:0 5:0 6:0.0033163326761044393 7:0.0034558206117720263 8:0 9:0 10:0 11:0.03521127169035953 12:0.0039820797140346755 13:0 14:0 15:0 16:0 17:0 18:0.024190744282404184 19:0 20:0 
1 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0 10:0 11:0.007099353697569787 12:0.04014366846851174 13:0.007054637340996869 14:0 15:0 16:0 17:0 18:0 19:0 20:0.024500591964443066 
1 1:0 2:0 3:0 4:0.04290449202419541 5:0 6:0 7:0 8:0 9:0 10:0.01673955996497639 11:0.04477433297899126 12:0 13:0 14:0 15:0 16:0.015862674114836627 17:0 18:0 19:0 20:0 
1 1:0 2:0 3:0 4:0.00549577190411819 5:0 6:0 7:0.005628913048868846 8:0 9:0 10:0.019298007994557935 11:0 12:0.006486094905392725 13:0 14:0 15:0 16:0 17:0 18:0.005628913048868846 19:0 20:0.019793054643764046 
1 1:0 2:0.008031433280519511 3:0.012793210164914054 4:0.003872405433978663 5:0 6:0.00380612950211371 7:0 8:0 9:0 10:0 11:0.008082341132617911 12:0 13:0 14:0 15:0 16:0 17:0 18:0.00396621873289528 19:0 20:0 
1 1:0.0034510756212213023 2:0 3:0.0034998260131288445 4:0 5:0 6:0.00624743478882301 7:0 8:0.06452952810709592 9:0 10:0 11:0.0066332345154061145 12:0 13:0.006591454081234448 14:0.003577272527690592 15:0 16:0 17:0 18:0 19:0.009765311274173984 20:0 
1 1:0.010512507276951044 2:0 3:0 4:0 5:0 6:0 7:0.0099155468322382 8:0.09126318975146425 9:0 10:0 11:0.005051463207886194 12:0.02285101128207591 13:0.02007858320129878 14:0.005448461234482594 15:0 16:0 17:0 18:0.0099155468322382 19:0.0049577734161191 20:0 
1 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0.11267060463143733 9:0 10:0.01212412573594998 11:0 12:0.012224820850493286 13:0 14:0 15:0 16:0 17:0 18:0.015913840594950195 19:0 20:0 
1 1:0 2:0.02485919824922706 3:0.0032998359552357678 4:0.002996504204864442 5:0 6:0 7:0.0030690978290261093 8:0 9:0.02761143202035047 10:0 11:0 12:0 13:0 14:0.057338568229554916 15:0 16:0 17:0.036582096063241934 18:0.0030690978290261093 19:0.0030690978290261093 20:0 
1 1:0.012040757233512209 2:0.009198998471079616 3:0 4:0.004435354241561464 5:0.058120618007880306 6:0.011988469577142303 7:0.013628416791446335 8:0 9:0.0063859038813585895 10:0.009085082765132561 11:0.01272879715819781 12:0.001308648223202585 13:0.016098247324389327 14:0.013729162229621335 15:0.005877201556537856 16:0.0024597626821244462 17:0.040610961268444795 18:0.0034071041978615837 19:0.013628416791446335 20:0 
1 1:0 2:0 3:0 4:0 5:0 6:0.003771317342033402 7:0 8:0 9:0.030936589230118286 10:0 11:0 12:0 13:0 14:0.03887011978258923 15:0.0203372675813124 16:0 17:0.01561430929528619 18:0.003929942342045628 19:0.023579654052273764 20:0 
1 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0.06854515746607133 15:0.05379535295701989 16:0 17:0 18:0.020790662712757514 19:0 20:0 
1 1:0 2:0 3:0 4:0.08390211773620436 5:0 6:0.012687098340379035 7:0.013220729109650931 8:0 9:0.007433847082402049 10:0 11:0 12:0 13:0 14:0 15:0 16:0.02863416045344868 17:0 18:0 19:0 20:0 
1 1:0.13398293588270938 2:0 3:0.009058373210451127 4:0 5:0 6:0.03233966243626028 7:0.008424974432620693 8:0 9:0 10:0 11:0 12:0.029123837908528117 13:0 14:0 15:0 16:0 17:0 18:0.016849948865241385 19:0.008424974432620693 20:0 
1 1:0.10898409442813803 2:0.02147645924695882 3:0 4:0 5:0 6:0.017223940468425968 7:0.009790033581197208 8:0 9:0.014679495504490122 10:0 11:0 12:0.022561757974707858 13:0.00330407065337828 14:0.0017931644569183218 15:0 16:0.007067925681547459 17:0 18:0.003263344527065736 19:0.003263344527065736 20:0.001912493465578889 
1 1:0.009425006524163004 2:0.04500372096842829 3:0.07646516420408399 4:0.04339764710493329 5:0.07961522587458776 6:0.00853097991853073 7:0 8:0 9:0.029991727884173786 10:0.010159181220123603 11:0.018115592193798765 12:0 13:0.00900074419368566 14:0.009769654627348098 15:0 16:0.00962700222141809 17:0 18:0 19:0 20:0 
1 1:0 2:0.02900239795743157 3:0 4:0 5:0 6:0.006872178267705311 7:0.007161228267727588 8:0 9:0 10:0 11:0.007296557966946725 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 
1 1:0 2:0 3:0.10001564647827996 4:0.025949108578207536 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0.004484906900633748 14:0 15:0.00573077643184748 16:0.004796959869778773 17:0 18:0.008859251465230006 19:0.004429625732615003 20:0 
1 1:0.0020246310311164972 2:0.034802877548917886 3:0.006159693783106766 4:0.003728983010497972 5:0 6:0.005497742614164248 7:0.003819321742788047 8:0.0027040945111544957 9:0 10:0 11:0.00583724637355738 12:0 13:0.007733972788648418 14:0.0041973330991569606 15:0 16:0 17:0.0025291325673352447 18:0.00572898261418207 19:0.0019096608713940234 20:0 
1 1:0.017299062607640955 2:0.02891061821705995 3:0.00219292895759339 4:0.0019913477310807997 5:0 6:0.04697438309570719 7:0.002039590329416085 8:0 9:0 10:0.002330824805249877 11:0 12:0 13:0.018585397425252823 14:0.026897466853774827 15:0 16:0.02650472130580297 17:0 18:0.00407918065883217 19:0.002039590329416085 20:0.011953084159868056 
1 1:0.021353530406306807 2:0.010196155531909536 3:0.03248276018435209 4:0.00983227942221145 5:0 6:0.009664000688960592 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0.011067186882542768 15:0 16:0 17:0 18:0 19:0 20:0 
1 1:0 2:0.007291105631756539 3:0.03871315925136934 4:0.0035154518604554904 5:0 6:0.010365855487600188 7:0.007201235129558468 8:0 9:0.004049162516950837 10:0.008229504340323589 11:0 12:0 13:0.0036455528158782697 14:0.007913966038913265 15:0 16:0 17:0 18:0.003600617564779234 19:0.003600617564779234 20:0 
1 1:0.004696309092795998 2:0 3:0 4:0.004324851429701256 5:0 6:0 7:0.004429625732615003 8:0 9:0 10:0 11:0 12:0 13:0.004484906900633748 14:0.004868040965517094 15:0 16:0 17:0 18:0.008859251465230006 19:0 20:0 
1 1:0 2:0.010525063774874359 3:0.0037256212397823183 4:0.007894016453675143 5:0 6:0.004433663398519555 7:0.011550368173754174 8:0 9:0.0012989248934304656 10:0.055438542679706763 11:0.0035305925646516413 12:0.002661856152929989 13:0.0011694515305415954 14:0.0012693547678902099 15:0 16:0.002501640362196457 17:0 18:0.002310073634750835 19:0 20:0.025722694371271615 
1 1:0.08199755676021814 2:0 3:0 4:0.012585317660430655 5:0 6:0.024739841763739116 7:0 8:0 9:0.014496001810683997 10:0 11:0 12:0.02970631466669868 13:0 14:0.014165999209654744 15:0 16:0 17:0 18:0 19:0 20:0.030217396756146445 
1 1:0.011484251647089374 2:0.026634855267028988 3:0.006655131338290623 4:0.004532527368702517 5:0 6:0.03118467449210813 7:0 8:0 9:0.02610324455705401 10:0.005305214682777632 11:0.003153374391477576 12:0 13:0.0015667561921781758 14:0.01190420101651659 15:0.0020019879251712085 16:0 17:0.018444754317600977 18:0.006189777134170304 19:0 20:0 
1 1:0 2:0 3:0.07189982457025339 4:0.0045027970162542594 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0.011673594884476033 14:0 15:0 16:0 17:0 18:0.0023059411237763253 19:0.0023059411237763253 20:0 
1 1:0 2:0.010610633399060331 3:0 4:0 5:0 6:0 7:0.010479846245455008 8:0.014839543049018576 9:0 10:0 11:0 12:0.012075737669389708 13:0 14:0 15:0 16:0 17:0 18:0 19:0.010479846245455008 20:0 
1 1:0 2:0.10196155531909536 3:0 4:0.0196645588444229 5:0 6:0.019328001377921185 7:0 8:0 9:0.06795000848758123 10:0 11:0 12:0 13:0.04078462212763814 14:0 15:0 16:0 17:0 18:0 19:0 20:0 
1 1:0.009556824797228221 2:0.027379886183589244 3:0 4:0.11441197873118777 5:0 6:0.01730058864597141 7:0 8:0 9:0.060822385219653136 10:0 11:0.02755343567937924 12:0 13:0.00912662872786308 14:0 15:0.011661929662011305 16:0.009761645609130232 17:0 18:0 19:0 20:0 
